filename,type,title,artist,techniques,Soul Score,lyrics,rhythm,instrument
BP_CR1_02712.json,Instrumental,태평성대,진민진,2,0.15,,,아쟁
AM_F06_04476.json,Vocal,논매는소리 - 얼카덩어리 (mbc),이민조,13,0.48,얼카덩리얼 카덩어리삼단 허리를 얼카덩어리 주축 여가면 얼카덩어리 높은 델 떠가 주구얼카덩어리 짚은데다 집어넣고 얼카덩어리,굿거리,남성성악
AP_F05_08328.json,Instrumental,삼도농악가락,윤호세,0,0.0,,,꽹과리
BP_CR1_00041.json,Instrumental,꽃상여,김보미,3,0.46,,굿거리,해금
AP_E05_05546.json,Instrumental,계면조 언롱 (해금풍류),이승희,6,0.36,,,해금
BP_FS2_01496.json,Instrumental,잘자라,김동근,5,0.46,,,대금
AP_E01_03805.json,Instrumental,영산회상 타령(지금풍류),김대곤,7,0.41,,,대금
AP_F05_08520.json,Instrumental,삼도농악가락,,0,0.0,,,징
BP_FS2_00333.json,Vocal,흥타령(어연경),어연경,6,0.54,꿈깨니 또 꿈이 요 깨인 꿈도 꿈이로다,중모리,여성성악
AP_E01_02881.json,Instrumental,평조회상 염불도드리(성음지교3),서수복,0,0.0,,,장구
AP_E01_03597.json,Instrumental,영산회상 상령산(지금풍류),김대곤,8,0.32,,,대금
AP_F06_05031.json,Vocal,엿장수타령 (mbc),문서운,7,0.55,천산부 안에 대추엿 울령 두는 호박엿 시내 복판에 전봇 대처럼 널찍널 찍굵은 엿,굿거리,여성성악
BP_CR1_02091.json,Vocal,생!사고락 2,,0,0.0,합합합합 하부작하부작하부작하부작합하 부작합 하부작,휘모리,남성성악
AM_F06_04973.json,Vocal,강배끄는소리 2 (mbc),임용술,11,0.38,우여차 어야 으여 차 어야 으여 으여 차어야 으여 차 어야 으여어야 으여 차 어여까시 밭이 다 어야 조심해라어야 으여 차 어야 으여 차 어야 으여 으여 차으여 어야 방구틈이 다 어야 조심새라어야 까뜩 그리 믄어 야 용궁간다 어야,휘모리,남성성악
BP_FS2_01568.json,Vocal,지나온 날,함보영,5,0.44,고마워라 모든 사람들,굿거리,여성성악
BP_CR1_03478.json,Instrumental,봄노래,,4,0.55,,,태평소
AP_E01_03088.json,Instrumental,평조회상 염불도드리(지금풍류),공유림,6,0.51,,,가야금
AP_E01_03845.json,Instrumental,영산회상 염불도드리(지금풍류),김대곤,6,0.26,,,대금
BP_CR2_00674.json,Instrumental,호리병박 덩굴의 중식,노은아,0,0.0,,휘모리,해금
BP_CR2_01693.json,Vocal,풍경,구민지,2,0.28,바다빛 포기 포기에 수놓은 언덕,,여성성악
AP_E02_00657.json,Instrumental,청성곡,,1,0.28,,,단소
AP_E01_03943.json,Instrumental,평조회상 중령산(지금풍류),황진아,4,0.19,,,거문고
AP_F06_01284.json,Vocal,육자배기,박양덕,12,0.56,각기 맘대로 놀거나 헤,진양조,여성성악
AP_E01_04025.json,Instrumental,평조회상 중령산(지금풍류),정겨운,3,0.15,,,해금
BP_CR1_00060.json,Instrumental,애원성,김동근,1,0.1,,,
AP_E01_02656.json,Instrumental,평조회상 상령산(지금풍류),공유림,0,0.0,,,가야금
BP_CR1_02721.json,Instrumental,태평성대,진민진,0,0.0,,굿거리,아쟁
AP_F06_00457.json,Instrumental,풍년가,,4,0.37,,굿거리,태평소
AP_F02_07178.json,Instrumental,서용석류 대금산조 자진모리,김상연,24,0.7,,자진모리,대금
AP_F06_04602.json,Vocal,뱃노래 (지금풍류),백소망,1,0.14,에헤에 헤야,자진모리,여성성악
AP_E04_01907.json,Instrumental,계면가락도드리(지금풍류),공유림,2,0.19,,,가야금
AP_F08_01715.json,Vocal,판소리 춘향가,이주은,3,0.4,저놈골라 저 놓더니 마는,,여성성악
AP_E01_02818.json,Instrumental,영산회상 중 상영산(성음지교2),서은영,0,0.0,,,가야금
AP_F05_08521.json,Instrumental,삼도농악가락,,0,0.0,,,징
AP_F06_08146.json,Instrumental,잦은가래질소리,추정현,4,0.72,,,가야금
BP_FS2_02002.json,Instrumental,청연,,0,0.0,,,
AP_F06_03388.json,Vocal,따복 따복 따복네야,탁숙녀,7,0.35,느릅낭게 올라앉어서 느레가 민울 더란 다연줄떴네 연줄떴 네그기워디연줄인 가 울어머니 젖줄이지,굿거리,여성성악
BP_FS2_00907.json,Instrumental,큰일,나선진,4,0.57,,자진모리,거문고
AP_E01_06907.json,Instrumental,상령산 (피리정악 영산회상),이호진,6,0.24,,,피리
AP_E01_02687.json,Instrumental,평조회상 상령산(지금풍류),정겨운,6,0.25,,,해금
AP_F02_07225.json,Instrumental,서용석류 대금산조 중모리,김상연,16,0.77,,중모리,대금
AP_E01_03565.json,Instrumental,영산회상 중령산(지금풍류),정겨운,3,0.14,,,해금
AP_E05_00117.json,Vocal,가곡 여창 우락,,3,0.17,불고,,여성성악
AP_F07_06323.json,Vocal,국문뒤풀이,전병훈,3,0.28,자로 종종 오시던 님이 어이그다지 못 오시나,굿거리,남성성악
BP_CR1_02986.json,Instrumental,울고 싶거든,조성재,7,0.77,,,아쟁
AP_F01_05963.json,Instrumental,취타풍류 중 길군악,,0,0.0,,,아쟁
AP_E01_03554.json,Instrumental,영산회상 중령산(지금풍류),공유림,2,0.1,,,가야금
AP_E05_05630.json,Instrumental,반우반계 편락 (해금풍류),박혜신,3,0.13,,,거문고
AP_E05_05822.json,Instrumental,우조 언락 (해금풍류),이승희,4,0.27,,,해금
AP_E01_02996.json,Instrumental,평조회상 상현도드리(지금풍류),황진아,10,0.53,,,거문고
BP_CR1_02531.json,Vocal,자장가 방아찧기,,7,0.44,한섬 두섬 찧어내니 백옥 같은 흰쌀이라,굿거리,여성성악
BP_CR2_00123.json,Instrumental,떠나온 자들의 노래,김민정,10,0.47,,,해금
AP_C11_01522.json,Vocal,춘앵전,이동영,1,0.1,화전,,남성성악
AP_E01_03821.json,Instrumental,영산회상 타령(지금풍류),공유림,10,0.44,,,가야금
AP_E05_00157.json,Vocal,가곡 남창 언락,,2,0.14,어룬어룬 거,,남성성악
BP_CR2_02277.json,Instrumental,거울로도 보이지 않는 것,김민영,1,0.14,,,거문고
AP_E01_03907.json,Instrumental,평조회상 중령산(지금풍류),김대곤,5,0.22,,,대금
AP_C11_01573.json,Vocal,사선무,조일하,3,0.5,조차 와셔,,여성성악
BP_CR2_01870.json,Instrumental,봄 부서지다,주보라,0,0.0,,,가야금
AP_E01_03859.json,Instrumental,영산회상 염불도드리(지금풍류),황진아,4,0.34,,,거문고
AP_E04_01898.json,Instrumental,계면가락도드리(지금풍류),김대곤,1,0.1,,,대금
BP_FS3_03097.json,Instrumental,Set Your Soul Free,,7,0.45,,,아쟁
AP_E04_02003.json,Instrumental,밑도드리(지금풍류),박지영,1,0.16,,,피리
AP_F05_08332.json,Instrumental,삼도농악가락,윤호세,0,0.0,,,북
AP_E01_03069.json,Instrumental,평조회상 염불도드리(지금풍류),김대곤,8,0.33,,,대금
BP_FS2_01217.json,Vocal,공무도하 (이봉근),이봉근,1,0.19,모질게 버렸던 내 마음도 날 뒤로 돌아선 네 마음도,,남성성악
BP_CR2_01698.json,Vocal,나의 바다,구민지,4,0.6,술렁이는 햇살,,여성성악
AM_F06_03425.json,Vocal,아이어르는소리 - 풀풀 풀풀,최필녀,6,0.22,대정은 어디냐 건넨 마을에 김서방석수는 을매냐 갱 피닷섬 젖한 통쇠꾓은 어디냐 경상도 안동 땅에 재랑 쇠뭘베리루 왔나 송곳 베리루왔네,자진모리,여성성악
AP_F08_01808.json,Vocal,판소리 심청가,조정희,2,0.37,강두에 망사대를 지어두고,,여성성악
AP_F02_00998.json,Instrumental,김일구류 아쟁산조,,4,0.58,,진양조,아쟁
BP_FS2_00942.json,Instrumental,박수소리,,3,0.26,,굿거리,대금
AP_F01_05237.json,Instrumental,염불풍류 중 굿거리,,11,0.74,,굿거리,아쟁
BP_CR1_02052.json,Vocal,생!사고락 1,,3,0.35,낙매화를 툭 차 무연에 펄렁 떨어지고,자진모리,남성성악
AP_F06_04685.json,Instrumental,경복궁타령 (지금풍류),김민정,9,0.61,,자진모리,해금
AP_F06_01234.json,Vocal,둥당기 타령,조정희,8,0.61,당기둥당 기둥당 기여당 기둥당 기둥당 기여,,여성성악
AP_C11_01563.json,Vocal,사선무,조일하,5,0.6,봉래로 오시는가,,여성성악
AP_F07_06725.json,Instrumental,선유가,,0,0.0,,,장구
AP_F08_01477.json,Vocal,판소리 춘향가,최호성,3,0.36,내행차 떠나시며 도련님을 찾삽기로 먼저 떠나셨다 아뢰옵고 왔사 오니어서 가 옵시다,자진모리,남성성악
AP_E05_05759.json,Instrumental,우조 삼수대엽 (해금풍류),이승희,5,0.28,,,해금
BP_CR1_03505.json,Instrumental,남도들노래 중 모찌는 소리,,0,0.0,,,징
AP_F05_08619.json,Instrumental,삼도농악가락,,0,0.0,,,북
AP_C11_01503.json,Vocal,몽금척,박진희,2,0.21,식,,여성성악
AP_F05_08622.json,Instrumental,웃다리풍물,,0,0.0,,,북
BP_CR2_01675.json,Instrumental,풍경,임정완,3,0.43,,,가야금
BP_CR2_02247.json,Instrumental,A Warning From Greatness ,김민영,0,0.0,,휘모리,거문고
AP_E01_06900.json,Instrumental,상령산 (피리정악 영산회상),이호진,5,0.2,,,피리
AM_F06_04430.json,Vocal,각설이타령 5 (mbc),전갑식,0,0.0,여 때나마 참 어느 땐 고양 춘가절에 봄이 들어와 꼬튼 피어서 화산되고 잎은 피어서 청산된다,휘모리,남성성악
BP_FS2_01989.json,Instrumental,올랑올랑,,7,0.52,,,태평소
AP_E01_02787.json,Instrumental,평조회상 군악(지금풍류),정겨운,2,0.1,,,해금
AP_C03_07811.json,Instrumental,여민락,김동근,3,0.39,,,소금
BP_CR2_00662.json,Instrumental,동물의 목장,노은아,2,0.24,,,해금
AM_F06_06220.json,Vocal,무덤가래질소리 (mbc),백채호,19,0.96,이 흙짐을 어서져다가 어히 허라가로 요둥 그렇게 봉뫼를 무어라 어히 허라가로요,굿거리,남성성악
AP_E01_02278.json,Instrumental,영산회상 중 중령산(성음지교2),강은일,3,0.14,,,해금
BP_CR2_01651.json,Instrumental,여름소년,최경철,8,0.76,,,가야금
BP_CR2_01642.json,Instrumental,여름밤가락,최경철,2,0.15,,,가야금
AP_F05_08449.json,Instrumental,삼도농악가락,,0,0.0,,,꽹과리
BP_FS2_01202.json,Vocal,이 밤은 길어요 (이봉근),이봉근,2,0.13,노란 불빛에 일렁이던 밤,,남성성악
AP_C09_07720.json,Instrumental,취타,김동근,0,0.0,,,단소
BP_FS2_00902.json,Instrumental,큰일,나선진,19,1.35,,,거문고
BP_CR2_01720.json,Instrumental,나의 바다,임정완,1,0.14,,굿거리,가야금
AP_F02_07401.json,Instrumental,신관용류 가야금산조 긴산조 진양,서수복,0,0.0,,진양조,장구
BP_CR2_02337.json,Instrumental,Sinawi Moment - Prologue,박지현,0,0.0,,자진모리,가야금
AP_F02_00327.json,Instrumental,박범훈류 피리산조,,3,0.52,,자진모리,피리
AM_F06_04355.json,Vocal,징거미타령 (mbc),이상규,2,0.12,엇다여봐라 징검아 엇다 여봐라 징검 아 이내 머리는 비어 다 월 사전에 다 팔어두다 문닷돈은 받을 테지 네 돈 석냥은 내 갚으마,자진모리,여성성악
BP_CR1_02972.json,Instrumental,선악가,최영훈,3,0.35,,,거문고
BP_FS1_02625.json,Instrumental,슈베르트 자장가,황정수,0,0.0,,,가야금
BP_CR2_00477.json,Instrumental,봄의 새벽,김민정,1,0.1,,,해금
AP_E05_04335.json,Instrumental,태평가 (해금풍류),이승희,9,0.32,,,해금
AM_F06_03379.json,Vocal,아이어르는소리- 둥기 둥기야,최상수,14,0.92,외불듯 가지 불듯 무럭무럭 잘 자래라인천 바다조수 밀듯 동해 바다 물결치듯 외불듯 가지 불듯 잔병 없이 나 잘 자래라,자진모리,남성성악
BP_CR2_00508.json,Instrumental,강원도 아리랑 (사이),김민정,12,0.73,,,해금
AP_F02_07177.json,Instrumental,서용석류 대금산조 자진모리,김상연,9,0.45,,자진모리,대금
AP_E01_02850.json,Instrumental,영산회상 중 상영산(성음지교2),강은일,4,0.16,,,해금
BM_CR2_00463.json,Vocal,애환,김주현,8,0.22,우지마라우지 마라 너무 많이 - 우지 마라들리는 그대눈물나를 뒤돌아보게 하누나 헤-,,남성성악
AP_F02_00570.json,Instrumental,성금련류 가야금산조,,2,0.4,,,가야금
AP_E04_02019.json,Instrumental,우조가락도드리(지금풍류),김대곤,2,0.09,,,대금
AP_F05_07922.json,Instrumental,웃다리풍물 (지금풍류),,0,0.0,,,징
AP_F07_01375.json,Vocal,풍등가,강효주,6,0.35,국태민안시화 연풍연년 이 돌아든다,,여성성악
AP_F02_00631.json,Instrumental,능게 ,,2,0.52,,굿거리,태평소
AP_E02_05916.json,Instrumental,자진한잎 평롱,이종무,0,0.0,,,생황
AP_F06_00808.json,Vocal,훨훨이,김세윤,2,0.16,후 이야소리는 새 쫓는 소리 후 이야훨훨,굿거리,여성성악
BP_CR2_01629.json,Instrumental,장미화원,최경철,7,0.59,,,가야금
AM_F06_05070.json,Vocal,담불소리 (mbc),강재흡 외,0,0.0,나무아미타불아에 나무야어담불불렁저머리가 자에 허러나 무야머선 소리를 궂이나 망정,,남성성악
BP_CR2_00384.json,Instrumental,골목대장 피리소년,김은경,4,0.54,,자진모리,피리
AP_E01_03556.json,Instrumental,영산회상 중령산(지금풍류),공유림,1,0.05,,,가야금
AP_F08_01837.json,Vocal,판소리 심청가,조정희,5,0.61,구월구 일 용산 음소추 신국화꽃,중모리,여성성악
AP_E01_06956.json,Instrumental,세령산 (피리정악 영산회상),이호진,5,0.23,,,피리
BP_FS1_00240.json,Instrumental,잊었던 마음 (천지윤),천지윤,6,0.58,,,해금
AP_E05_05611.json,Instrumental,반우반계 편락 (해금풍류),박혜신,2,0.36,,,거문고
AP_F07_06387.json,Vocal,금강산타령 Part 1,전병훈,2,0.19,만물상이 더욱 좋다,중모리,남성성악
AP_F05_08462.json,Instrumental,웃다리풍물,,0,0.0,,,꽹과리
AP_E01_03355.json,Instrumental,평조회상 타령(성음지교3),서은영,7,0.35,,,가야금
BP_CR2_01408.json,Instrumental,수지니 날지니,민소윤,4,0.28,,,대금
AP_E04_00105.json,Instrumental,윗도드리,,4,0.16,,,해금
AP_F01_05168.json,Instrumental,염불풍류 중 긴염불,,5,0.24,,,아쟁
BP_FS2_01122.json,Instrumental,세월 흘러흘러,,0,0.0,,,피리
AP_E01_03041.json,Instrumental,평조회상 상현도드리(지금풍류),박지영,6,0.29,,,피리
AP_E04_07774.json,Instrumental,양청도드리,김동근,0,0.0,,,단소
AP_E01_03344.json,Instrumental,평조회상 상현도드리(성음지교3),진윤경,4,0.42,,,피리
AP_E01_03024.json,Instrumental,평조회상 상현도드리(지금풍류),공유림,6,0.44,,,가야금
AP_E01_03936.json,Instrumental,평조회상 중령산(지금풍류),황진아,1,0.05,,,거문고
AP_F05_08457.json,Instrumental,웃다리풍물,,0,0.0,,,꽹과리
AP_F06_06887.json,Instrumental,울산아가씨,황소라,7,0.48,,,가야금
BP_CR1_03443.json,Instrumental,복줄가,,2,0.29,,,피리
AP_E04_02036.json,Instrumental,우조가락도드리(지금풍류),정겨운,2,0.18,,,해금
AP_F06_06844.json,Instrumental,몽금포타령 (전병훈),최태훈,6,0.46,,중모리,피리
BP_CR2_01352.json,Instrumental,씨를 뿌려주소서,민소윤,11,0.77,,,대금
BP_FS2_01465.json,Instrumental,떠난다,김초롱,0,0.0,,휘모리,장구
AP_E01_02893.json,Instrumental,평조회상 염불도드리(성음지교3),진윤경,7,0.36,,,피리
AP_F02_00320.json,Instrumental,박범훈류 피리산조,,4,0.29,,진양조,피리
AP_E01_03544.json,Instrumental,영산회상 중령산(지금풍류),공유림,3,0.14,,,가야금
AP_F06_08129.json,Instrumental,오돌또기,윤호세,8,0.34,,굿거리,아쟁
AP_F08_01783.json,Vocal,판소리 춘향가,이주은,13,0.99,십삭이다 못 되어 의주참판으로 승차 허신 후 낳은 게 춘향을 낳어,,여성성악
BM_CR2_02315.json,Instrumental,Sinawi Moment - Epilogue ,박지현,4,0.22,,,가야금
AM_F06_04395.json,Vocal,떡노래 (mbc),배순임,6,0.3,가세가세 구경가세떡 전꼴로 구경가세시리떡을 배로 모아 가래떡을 돛 대질러은 절미로 풍체달고 신핑 바람 솔솔 부니 쑥떡꼴로 내가 가네,자진모리,여성성악
BP_CR2_01261.json,Instrumental,기억의 숨결,민소윤,6,0.32,,,대금
AM_F06_05375.json,Vocal,가래질소리 4 (mbc),최판용,10,0.41,이 가래가 누가 랜가어 허야 가래야 김씨 양반의 터닦은 가래요어 허야 가래야,굿거리,남성성악
AP_E04_02082.json,Instrumental,양청도드리(지금풍류),황인혁,0,0.0,,,장구
AP_F08_01626.json,Vocal,판소리 심청가,최호성,5,0.59,동냥젖 얻어먹여 겨우겨우 기르니 이만큼이나 장성,,남성성악
BP_CR1_02978.json,Instrumental,울고 싶거든,조성재,4,0.33,,,아쟁
AP_E04_02066.json,Instrumental,양청도드리(지금풍류),황진아,5,0.48,,,거문고
AP_C11_01509.json,Vocal,몽금척,박진희,3,0.3,유황,,여성성악
AP_E01_03237.json,Instrumental,평조회상 상령산(성음지교3),서은영,13,0.47,,,가야금
AP_E04_00099.json,Instrumental,윗도드리,,5,0.2,,,거문고
AP_E06_00181.json,Vocal,가사 어부사,,2,0.28,나어 어이-,,여성성악
AP_E01_03890.json,Instrumental,영산회상 염불도드리(지금풍류),박지영,8,0.32,,,피리
AP_F13_08193.json,Instrumental,무악장단,윤호세,0,0.0,,,징
AP_E01_03939.json,Instrumental,평조회상 중령산(지금풍류),황진아,3,0.14,,,거문고
AP_F08_01882.json,Vocal,판소리 흥보가,유미리,5,0.53,길가에 허방 놓고 옹기 전에 다말달리기 비단 전에 다물총놓고,자진모리,여성성악
AP_E01_03169.json,Instrumental,평조회상 중령산(성음지교3),서은영,0,0.0,,,가야금
AP_F06_08159.json,Instrumental,진사데,추정현,7,0.82,,굿거리,가야금
BP_FS1_00245.json,Instrumental,진달래꽃 (천지윤),천지윤,4,0.47,,굿거리,해금
BP_CR2_00366.json,Vocal,골목대장 피리소년,산유화어린이민요합창단,0,0.0,니레나노니레얼 쑤절쑤 구성진 우리가 락니나 노니나 노니레 노 난나,자진모리,여성성악
AP_E01_03724.json,Instrumental,영산회상 상령산(지금풍류),정겨운,3,0.12,,,해금
AP_E01_03693.json,Instrumental,영산회상 상령산(지금풍류),정겨운,2,0.08,,,해금
AP_C06_07686.json,Instrumental,동동,김동근,3,0.37,,,소금
AP_F07_06538.json,Instrumental,방물가,,0,0.0,,,장구
AP_C11_01564.json,Vocal,사선무,조일하,0,0.0,영주로 오신가,,여성성악
BM_FS2_03268.json,Instrumental,뜬다!,,12,0.59,,,아쟁
AP_F06_04635.json,Instrumental,강원도아리랑 (지금풍류),김민정,7,0.6,,,해금
AP_F01_00604.json,Instrumental,경기대풍류 중 느린헛튼타령,,1,0.17,,,해금
BP_FS3_03093.json,Instrumental,Set Your Soul Free,,6,0.81,,,아쟁
AP_E04_00090.json,Instrumental,윗도드리,,0,0.0,,,
AP_E05_05746.json,Instrumental,우조 삼수대엽 (해금풍류),이승희,4,0.44,,,해금
AP_E01_02599.json,Instrumental,평조회상 상령산(지금풍류),황진아,2,0.07,,,거문고
AP_E05_05438.json,Instrumental,계면조 두거 (해금풍류),박혜신,5,0.23,,,거문고
AP_F07_06347.json,Instrumental,금강산타령 Part 1,,0,0.0,,중모리,장구
BP_CR2_00340.json,Instrumental,반짝반짝 해금,이어진,7,0.5,,,해금
AP_F02_04105.json,Instrumental,신관용류 가야금산조 긴산조 진양,서은영,6,0.45,,진양조,가야금
AP_F06_05362.json,Vocal,모찌는소리 5 (mbc),김소진,0,0.0,무정세월아가지마 라,굿거리,여성성악
BP_FS2_02792.json,Instrumental,아름다운 사람/세상,,3,0.29,,,해금
AP_F02_04207.json,Instrumental,신관용류 가야금산조 긴산조 엇모리,서은영,5,0.84,,,가야금
AP_F08_01424.json,Vocal,판소리 수궁가,김수인,5,0.63,대한엄동설한풍만학의 눈쌓이고,자진모리,남성성악
BP_FS2_01978.json,Vocal,그리운 사람아,,7,0.49,다신 멀어지지 않으리 하고 떠난 무심한 사람아,,여성성악
AP_E05_05721.json,Instrumental,우조 삼수대엽 (해금풍류),박혜신,2,0.11,,,거문고
AP_E05_05485.json,Instrumental,계면조 두거 (해금풍류),이승희,8,0.34,,,해금
AP_E01_02588.json,Instrumental,평조회상 상령산(지금풍류),김대곤,6,0.24,,,대금
AP_F06_08106.json,Instrumental,금다래꿍,추정현,5,0.5,,굿거리,가야금
AP_E05_04274.json,Instrumental,계면조 언편 (해금풍류),박혜신,3,0.33,,,거문고
AP_E01_02432.json,Instrumental,영산회상 중 상현도드리(성음지교2),강은일,5,0.26,,,해금
BP_CR2_01904.json,Instrumental,노올량 도드리,고명진,0,0.0,,,
AP_C09_07750.json,Instrumental,취타,김동근,4,0.5,,,소금
AP_E01_03851.json,Instrumental,영산회상 염불도드리(지금풍류),김대곤,9,0.36,,,대금
BP_FS2_01528.json,Vocal,잘자라,함보영,7,0.83,한밤 소란한 꿈속에,,여성성악
AM_F06_06181.json,Vocal,수야 수야 달랑수야 (mbc),양금란,8,0.71,수야수야 달랑 수야 맹화꽃에 동전 달아 일천 비단 화단채 매주름 잡아 떨쳐입고,,여성성악
AM_F06_02734.json,Vocal,전어잡이 만선풍장소리-칭칭이소리 (mbc),,7,0.31,이게 마테오 거들랑칭이나 칭칭나네 술집 주모야술 가져 오너 라 칭이나 칭칭나 네 우리 배가 만선 일 세칭이나 칭칭나 네칭이나 칭칭나 네칭이나 칭칭나네,자진모리,남성성악
BP_FS2_01201.json,Vocal,이 밤은 길어요 (이봉근),이봉근,3,0.19,나의 맘이 떨려 요음,,남성성악
AP_E01_02274.json,Instrumental,영산회상 중 중령산(성음지교2),강은일,5,0.25,,,해금
AP_E01_03236.json,Instrumental,평조회상 상령산(성음지교3),서은영,4,0.16,,,가야금
AP_E01_02898.json,Instrumental,평조회상 염불도드리(성음지교3),진윤경,6,0.54,,,피리
AP_E05_00126.json,Vocal,가곡 남창 언락,,2,0.12,그림자로 다,,남성성악
AM_F02_05958.json,Instrumental,김병호류 가야금산조 중중모리,조설리,13,0.47,,,가야금
AP_F06_08161.json,Instrumental,진사데,추정현,6,0.66,,굿거리,가야금
BP_CR1_02948.json,Vocal,혼자 부르는 사랑가,한승석,4,0.21,당신은 내 몸에서 잘려나간 반쪽 내 몸에서 흐르다 잃어버린 조각배,진양조,남성성악
AP_E01_03588.json,Instrumental,영산회상 중령산(지금풍류),박지영,4,0.19,,,피리
AP_E04_02084.json,Instrumental,양청도드리(지금풍류),박지영,0,0.0,,,피리
AP_F07_06301.json,Instrumental,국문뒤풀이,,0,0.0,,굿거리,장구
AP_F13_00521.json,Instrumental,동해안 별신굿 푸너리 2장,,0,0.0,,,장구
BP_CR2_01921.json,Instrumental,노올량 도드리,고명진,0,0.0,,,
BP_FS2_01539.json,Instrumental,지나온 날,김동근,6,0.75,,굿거리,대금
AP_E01_02445.json,Instrumental,영산회상 중 세령산(성음지교2),강은일,5,0.26,,,해금
BP_FS3_03040.json,Instrumental,INTRO (바이날로그),,4,0.47,,,해금
AP_F07_06708.json,Instrumental,생매잡아,,0,0.0,,,장구
AP_F06_01274.json,Vocal,흥타령,박양덕,5,0.42,노난백발를 어찌할 꺼나,중모리,여성성악
AP_C03_07816.json,Instrumental,여민락,김동근,5,0.61,,,소금
AP_F02_00286.json,Instrumental,성금련류 가야금산조,,1,0.17,,자진모리,가야금
BP_CR2_01706.json,Vocal,나의 바다,구민지,1,0.19,너의 바다,,여성성악
BP_CR1_02683.json,Instrumental,"길군악 (아쟁, 정가와 마주 닿다)",진민진,6,0.37,,,아쟁
AP_F06_01310.json,Vocal,한오백년,강효주 ,4,0.34,한 오백년 살자는 데 웬성화요,중모리,여성성악
AP_F06_04748.json,Instrumental,태평가 (지금풍류),김민정,4,0.26,,굿거리,해금
AP_E05_05768.json,Instrumental,우조 언락 (해금풍류),박혜신,1,0.14,,,거문고
AP_F06_04438.json,Vocal,논매는소리 - 에야 에헤야 방아에루 논다 (mbc),이창호,4,0.43,강원도 양천읍에 물방아가 없었든지,,남성성악
AP_E05_05692.json,Instrumental,우조 초수대엽 (해금풍류),이승희,6,0.23,,,해금
BP_FS2_01205.json,Vocal,이 밤은 길어요 (이봉근),이봉근,5,0.28,그 대 마음 편한 밤길도록 이밤은 길어요,,남성성악
BP_CR2_01911.json,Instrumental,노올량 도드리,고명진,0,0.0,,,
AP_F06_04700.json,Instrumental,매화타령 (지금풍류),박종국,8,0.39,,굿거리,피리
AP_F09_01655.json,Vocal,인생백년,정순임,6,0.67,이와 세상 벗님네들이 내 한 말을 들어보소,중모리,여성성악
BP_CR2_01337.json,Vocal,오채 (노올량),장명서,0,0.0,추분한로 삼강입동소설 대설동지소한 대한,,여성성악
AP_F08_01636.json,Vocal,판소리 심청가,최호성,10,0.53,용두새 긴 육환장 쇠고리 많이 달아 처절절 툭툭 짚고 흔들흔들 흐늘 거리고 올라갈 제,,남성성악
BP_CR1_03498.json,Instrumental,남도들노래 중 모찌는 소리,,0,0.0,,중모리,북
AP_C03_07803.json,Instrumental,여민락,김동근,6,0.56,,,소금
AP_F07_06614.json,Instrumental,변강쇠타령,,0,0.0,,굿거리,장구
BP_CR2_01184.json,Instrumental,소녀의 기도,최경철,0,0.0,,,가야금
BP_FS2_01005.json,Instrumental,먼동이틀때,나선진,9,1.21,,자진모리,거문고
AP_E05_05805.json,Instrumental,우조 언락 (해금풍류),이승희,2,0.26,,,해금
AP_E01_02515.json,Instrumental,영산회상 중 타령(성음지교2),서은영,2,0.28,,,가야금
BP_CR1_02902.json,Instrumental,엄마꿈,원나경,7,0.58,,굿거리,해금
AP_F07_06377.json,Vocal,금강산타령 Part 1,전병훈,3,0.28,명경대에 다리쉬어,중모리,남성성악
BP_CR2_02263.json,Instrumental,A Warning From Greatness ,박지현,3,0.41,,,가야금
AP_F02_04243.json,Instrumental,신관용류 가야금산조 긴산조 휘모리,서은영,4,0.81,,휘모리,가야금
AP_F01_00225.json,Instrumental,경기대풍류 중 잦은굿거리,,1,0.17,,굿거리,해금
AP_F01_06086.json,Instrumental,서도풍류 중 염불,김성준,6,0.34,,,피리
AP_F02_00567.json,Instrumental,성금련류 가야금산조,,1,0.19,,,가야금
AP_E01_02701.json,Instrumental,평조회상 상령산(지금풍류),박지영,4,0.15,,,피리
BP_CR1_02092.json,Vocal,생!사고락 2,,1,0.29,허허 잘 먹었다,,남성성악
BP_CR1_02709.json,Instrumental,모란은 화중왕이요,박지현,0,0.0,,,
AP_F08_01412.json,Vocal,판소리 수궁가,김수인,8,0.38,청림벽계집을 삼고 값이 없는 산과목 실 양식 삼어감식하고 신여부운,중모리,남성성악
AP_E01_03789.json,Instrumental,영산회상 세령산(지금풍류),정겨운,4,0.27,,,해금
AP_E05_05669.json,Instrumental,우조 초수대엽 (해금풍류),박혜신,1,0.09,,,거문고
AP_E01_03161.json,Instrumental,평조회상 중령산(성음지교3),서은영,1,0.04,,,가야금
AP_E01_02600.json,Instrumental,평조회상 상령산(지금풍류),황진아,1,0.04,,,거문고
AP_F02_00282.json,Instrumental,성금련류 가야금산조,,2,0.38,,,가야금
BP_CR2_00147.json,Instrumental,넋두리,김희진,0,0.0,,중모리,가야금
AP_F07_06789.json,Vocal,소춘향가,전병훈,1,0.11,춘향에,,남성성악
BP_FS2_03571.json,Instrumental,소확행,,2,0.28,,굿거리,소금
AP_E02_04895.json,Instrumental,염양춘 (이승엽),이승엽,4,0.21,,,대금
AP_E04_01999.json,Instrumental,밑도드리(지금풍류),박지영,3,0.13,,,피리
